split,pdb_id,kinase,state,motif_descriptor,chain,chains_in_pdb,residues,missing_internal_ids,dfg_found,hrd_found,vaik_lys_found,alphac_glu_found,valid
train,8c7x,BRAF,inactive,inactive,A,1,274,0,True,True,True,True,True
train,8c7y,BRAF,inactive,dfg_out_alphac_in,A,1,275,0,True,True,True,True,True
train,4clj,ALK,active,active,A,1,295,13,True,True,True,True,True
train,8u8x,ERBB2,inactive,inactive,A,1,308,9,True,True,True,True,True
train,8a2b,EGFR,inactive,dfg_in_alphac_out,A,1,272,17,True,True,True,True,True
train,5aac,ALK,active,active,A,1,292,17,True,True,True,True,True
train,4fnx,ALK,active,active,A,1,292,20,True,True,True,True,True
train,2hzi,ABL1,inactive,dfg_out_alphac_in,B,1,264,4,True,True,True,True,True
train,3w33,EGFR,inactive,dfg_in_alphac_out,A,1,297,21,True,True,True,True,True
train,4foc,ALK,active,active,A,1,296,14,True,True,True,True,True
train,5ftq,ALK,active,active,A,1,293,16,True,True,True,True,True
train,6tfy,EGFR,inactive,dfg_in_alphac_out,B,1,264,22,True,True,True,True,True
train,4anl,ALK,active,active,A,1,292,16,True,True,True,True,True
train,2yfx,ALK,active,active,A,1,292,16,True,True,True,True,True
train,4i22,EGFR,inactive,dfg_in_alphac_out,A,1,297,18,True,True,True,True,True
train,7ozb,FGFR1,active,active,A,1,288,14,True,True,True,True,True
train,4cmt,ALK,active,active,A,1,284,24,True,True,True,True,True
train,5aaa,ALK,active,active,A,1,294,14,True,True,True,True,True
train,3aox,ALK,active,active,A,1,298,18,True,True,True,True,True
train,4fnw,ALK,active,active,A,1,304,18,True,True,True,True,True
train,4anq,ALK,active,active,A,1,293,16,True,True,True,True,True
train,6wxn,EGFR,inactive,dfg_in_alphac_out,A,1,298,18,True,True,True,True,True
train,7pcd,ERBB2,active,active,A,1,272,10,True,True,True,True,True
train,6v66,EGFR,inactive,dfg_in_alphac_out,D,1,314,0,True,True,True,True,True
train,4ctb,ALK,active,active,A,1,292,17,True,True,True,True,True
train,4i24,EGFR,inactive,dfg_in_alphac_out,B,1,304,11,True,True,True,True,True
train,3l9p,ALK,active,active,A,1,303,5,True,True,True,True,True
train,4cmu,ALK,active,active,A,1,294,14,True,True,True,True,True
train,6cdt,ALK,active,active,A,1,292,16,True,True,True,True,True
train,6tfz,EGFR,inactive,dfg_in_alphac_out,A,1,264,18,True,True,True,True,True
train,2g1t,ABL1,inactive,dfg_in_alphac_out,D,1,277,0,True,True,True,True,True
train,5gnk,EGFR,active,active,A,1,277,12,True,True,True,True,True
train,3w32,EGFR,inactive,dfg_in_alphac_out,A,1,317,0,True,True,True,True,True
train,5uga,EGFR,inactive,inactive,A,1,283,0,True,True,True,True,True
train,7ozd,FGFR1,active,active,A,1,282,20,True,True,True,True,True
train,3qrj,ABL1,inactive,dfg_out_alphac_in,A,1,258,5,True,True,True,True,True
train,7ozf,FGFR1,active,active,A,1,288,13,True,True,True,True,True
train,4cmo,ALK,active,active,A,1,295,14,True,True,True,True,True
train,7jxq,EGFR,inactive,dfg_in_alphac_out,A,1,296,12,True,True,True,True,True
train,7r7k,ALK,active,active,A,1,290,17,True,True,True,True,True
train,5x2a,EGFR,inactive,dfg_in_alphac_out,B,1,322,1,True,True,True,True,True
train,4ans,ALK,active,active,A,1,293,16,True,True,True,True,True
train,3pyy,ABL1,inactive,dfg_out_alphac_in,B,1,257,21,True,True,True,True,True
train,5hg7,EGFR,inactive,inactive,A,1,280,3,True,True,True,True,True
train,4wkq,EGFR,active,active,A,1,296,31,True,True,True,True,True
train,6npv,ABL1,inactive,dfg_out_alphac_in,A,1,264,5,True,True,True,True,True
train,5aa8,ALK,active,active,A,1,292,17,True,True,True,True,True
train,7btt,ALK,active,active,A,1,304,5,True,True,True,True,True
train,5iui,ALK,active,active,A,1,303,9,True,True,True,True,True
train,5cnn,EGFR,inactive,dfg_in_alphac_out,A,1,300,16,True,True,True,True,True
train,1blx,CDK6,inactive,dfg_in_alphac_out,A,1,305,0,True,True,True,True,True
train,7a2a,EGFR,inactive,dfg_in_alphac_out,A,1,266,19,True,True,True,True,True
train,3w2s,EGFR,inactive,dfg_in_alphac_out,A,1,307,12,True,True,True,True,True
train,6p8q,EGFR,inactive,dfg_in_alphac_out,A,1,309,12,True,True,True,True,True
train,2xp2,ALK,active,active,A,1,285,23,True,True,True,True,True
train,7nh5,AKT1,inactive,unknown,A,1,383,59,True,False,True,True,True
train,8uw9,AKT1,inactive,unknown,A,1,388,38,True,False,True,True,True
train,4wrg,EGFR,active,active,A,1,289,37,True,True,True,True,True
train,2yjs,ALK,active,active,A,1,286,22,True,True,True,True,True
train,3qkl,AKT1,active,active,A,1,317,18,True,False,True,True,True
train,2yjr,ALK,active,active,A,1,278,23,True,True,True,True,True
train,4cnh,ALK,active,active,A,1,285,23,True,True,True,True,True
train,4fob,ALK,active,active,A,1,295,15,True,True,True,True,True
train,2yhv,ALK,active,active,A,1,291,17,True,True,True,True,True
train,5o49,FGFR1,active,active,B,1,286,20,True,True,True,True,True
train,2f4j,ABL1,active,active,A,1,287,0,True,True,True,True,True
train,9bfb,BRAF,inactive,dfg_in_alphac_out,A,1,272,2,True,True,True,True,True
train,5iug,ALK,inactive,dfg_out_alphac_in,A,1,285,27,True,True,True,True,True
train,7k0v,BRAF,inactive,dfg_out_alphac_in,A,1,262,12,True,True,True,True,True
train,5aa9,ALK,active,active,A,1,295,14,True,True,True,True,True
train,7r7r,ALK,active,active,A,1,291,18,True,True,True,True,True
train,5yu9,EGFR,inactive,dfg_in_alphac_out,D,1,300,13,True,True,True,True,True
train,3lcs,ALK,active,active,A,1,304,0,True,True,True,True,True
train,5ita,BRAF,inactive,dfg_in_alphac_out,B,1,252,22,False,True,True,True,True
train,2xba,ALK,active,active,A,1,283,24,True,True,True,True,True
train,5am6,FGFR1,active,active,B,1,280,25,True,True,True,True,True
train,5am7,FGFR1,active,active,B,1,287,18,True,True,True,True,True
train,4uwc,FGFR1,active,active,B,1,301,5,True,True,True,True,True
train,6mx8,ALK,active,active,A,1,282,25,True,True,True,True,True
train,5j7h,ALK,active,active,A,1,291,18,True,True,True,True,True
train,4zse,EGFR,inactive,dfg_in_alphac_out,D,1,297,18,True,True,True,True,True
train,8uw7,AKT1,inactive,inactive,A,1,397,40,True,False,True,True,True
train,6oqo,CDK6,inactive,dfg_in_alphac_out,A,1,269,22,True,True,True,True,True
train,8sc7,EGFR,active,active,A,1,320,6,True,True,True,True,True
train,8jmz,FGFR1,active,active,A,1,306,0,True,True,True,True,True
train,6itj,FGFR1,active,active,B,1,293,10,True,True,True,True,True
train,2g2h,ABL1,inactive,dfg_out_alphac_in,A,1,272,0,True,True,True,True,True
train,4fod,ALK,active,active,A,1,308,13,True,True,True,True,True
train,1fgk,FGFR1,active,active,A,1,278,21,True,True,True,True,True
train,7a6k,EGFR,inactive,dfg_in_alphac_out,A,1,266,19,True,True,True,True,True
train,6tfw,EGFR,inactive,dfg_in_alphac_out,A,1,266,17,True,True,True,True,True
train,6tfu,EGFR,inactive,dfg_in_alphac_out,B,1,260,25,True,True,True,True,True
train,7jyt,ALK,active,active,A,1,281,24,True,True,True,True,True
train,4zsa,FGFR1,active,active,B,1,282,18,True,True,True,True,True
train,6mzq,FGFR1,active,active,B,1,260,40,True,True,True,True,True
train,6z4d,EGFR,inactive,dfg_in_alphac_out,A,1,269,15,True,True,True,True,True
train,3cqw,AKT1,active,active,A,1,318,17,True,False,True,True,True
train,6c1b,FGFR1,active,active,A,1,265,36,True,True,True,True,True
train,4ekl,AKT1,active,active,A,1,329,6,True,False,True,True,True
train,7a6j,EGFR,inactive,dfg_in_alphac_out,A,1,270,14,True,True,True,True,True
train,2rgp,EGFR,inactive,dfg_in_alphac_out,A,1,284,31,True,True,True,True,True
train,6xfp,BRAF,inactive,dfg_out_alphac_in,A,1,272,0,True,True,True,True,True
train,4xv9,BRAF,inactive,inactive,A,1,261,14,True,True,True,True,True
train,4ccu,ALK,active,active,A,1,292,17,True,True,True,True,True
train,7w7x,ABL1,inactive,dfg_out_alphac_in,A,1,266,3,True,True,True,True,True
train,4mkc,ALK,active,active,A,1,303,6,True,True,True,True,True
train,5o4a,FGFR1,active,active,B,1,291,13,True,True,True,True,True
train,3rhx,FGFR1,active,active,B,1,275,26,True,True,True,True,True
train,3mvh,AKT1,active,active,A,1,311,21,True,False,True,True,True
train,4ccb,ALK,active,active,A,1,287,21,True,True,True,True,True
train,4ctc,ALK,active,active,A,1,288,20,True,True,True,True,True
train,4dce,ALK,active,active,A,1,288,22,True,True,True,True,True
train,6n0q,BRAF,inactive,dfg_out_alphac_in,A,1,257,19,True,True,True,True,True
train,6lud,EGFR,active,active,A,1,310,13,True,True,True,True,True
train,4f64,FGFR1,active,active,A,1,278,21,True,True,True,True,True
train,5x2c,EGFR,inactive,dfg_in_alphac_out,A,1,304,12,True,True,True,True,True
train,3w2r,EGFR,inactive,dfg_in_alphac_out,A,1,297,23,True,True,True,True,True
train,3w2p,EGFR,active,active,A,1,308,14,True,True,True,True,True
train,7apj,AKT1,inactive,unknown,A,1,385,45,False,False,True,True,True
train,4cli,ALK,active,active,A,1,294,14,True,True,True,True,True
train,6xl4,EGFR,inactive,dfg_in_alphac_out,A,1,293,15,True,True,True,True,True
train,3c4f,FGFR1,active,active,A,1,290,12,True,True,True,True,True
train,5a4c,FGFR1,active,active,B,1,286,21,True,True,True,True,True
train,8fv3,EGFR,inactive,dfg_in_alphac_out,A,1,299,15,True,True,True,True,True
train,5vam,BRAF,inactive,dfg_out_alphac_in,A,1,269,4,True,True,True,True,True
train,7zyq,EGFR,inactive,dfg_in_alphac_out,A,1,270,15,True,True,True,True,True
train,3qri,ABL1,inactive,dfg_out_alphac_in,B,1,262,5,True,True,True,True,True
train,6v6o,EGFR,inactive,dfg_in_alphac_out,C,1,297,14,True,True,True,True,True
train,2hz0,ABL1,inactive,dfg_out_alphac_in,B,1,243,27,True,True,True,True,True
train,5cas,EGFR,active,active,A,1,299,25,True,True,True,True,True
train,5iuh,ALK,inactive,dfg_out_alphac_in,A,1,285,27,True,True,True,True,True
train,3lct,ALK,active,active,A,1,308,0,True,True,True,True,True
train,4tt7,ALK,active,active,A,1,291,16,True,True,True,True,True
train,8uvy,AKT1,inactive,unknown,A,1,396,41,True,False,True,True,True
train,6p3d,BRAF,inactive,dfg_out_alphac_in,A,1,264,13,True,True,True,True,True
train,4v04,FGFR1,active,active,A,1,292,11,True,True,True,True,True
train,6c19,FGFR1,active,active,A,1,276,26,True,True,True,True,True
train,6npz,AKT1,active,active,B,1,320,16,True,False,True,True,True
train,5imx,ALK,active,active,A,1,266,26,True,True,True,True,True
train,5hg9,EGFR,inactive,inactive,A,1,280,4,True,True,True,True,True
train,6npe,ABL1,inactive,dfg_out_alphac_in,B,1,256,23,True,True,True,True,True
train,6c1c,FGFR1,active,active,A,1,276,25,True,True,True,True,True
train,5b7v,FGFR1,active,active,A,1,282,18,True,True,True,True,True
train,3wj6,FGFR1,active,active,B,1,277,24,True,True,True,True,True
train,7jxp,EGFR,inactive,dfg_in_alphac_out,A,1,308,0,True,True,True,True,True
train,5mo4,ABL1,inactive,dfg_out_alphac_in,A,1,429,20,False,False,True,True,True
train,8d73,EGFR,active,active,A,1,309,0,True,True,True,True,True
train,6ccy,AKT1,active,active,A,1,325,18,True,False,True,True,True
train,5jsm,BRAF,inactive,dfg_in_alphac_out,A,1,265,12,True,True,True,True,True
train,4nka,FGFR1,active,active,B,1,287,21,False,True,True,True,True
train,4rwl,FGFR1,active,active,A,1,282,19,True,True,True,True,True
train,4ejn,AKT1,inactive,unknown,A,1,376,59,True,False,True,True,True
train,7jxm,EGFR,inactive,dfg_in_alphac_out,A,1,287,21,True,True,True,True,True
train,6v6k,EGFR,inactive,dfg_in_alphac_out,B,1,301,14,True,True,True,True,True
train,5vnd,FGFR1,active,active,A,1,302,1,True,True,True,True,True
train,2e2b,ABL1,inactive,dfg_out_alphac_in,A,1,270,8,True,True,True,True,True
train,2hiw,ABL1,inactive,dfg_out_alphac_in,B,1,274,0,True,True,True,True,True
train,6jrx,EGFR,active,active,A,1,300,22,True,True,True,True,True
train,7t4j,EGFR,active,active,A,1,279,8,True,True,True,True,True
train,6mzw,FGFR1,active,active,B,1,258,42,False,True,True,True,True
train,8uw2,AKT1,inactive,unknown,A,1,392,42,True,False,True,True,True
train,3w2q,EGFR,active,active,A,1,307,14,True,True,True,True,True
train,5x2f,EGFR,inactive,dfg_in_alphac_out,B,1,312,0,True,True,True,True,True
train,5aab,ALK,active,active,A,1,293,16,True,True,True,True,True
train,5ur1,FGFR1,active,active,A,1,278,24,True,True,True,True,True
train,4wa9,ABL1,inactive,dfg_out_alphac_in,B,1,276,0,True,True,True,True,True
train,6duk,EGFR,inactive,dfg_in_alphac_out,B,1,296,13,True,True,True,True,True
train,3cqu,AKT1,active,active,A,1,318,17,True,False,True,True,True
train,8fv4,EGFR,inactive,dfg_in_alphac_out,A,1,298,15,True,True,True,True,True
train,7n9g,ABL1,inactive,dfg_out_alphac_in,A,1,250,16,True,True,True,True,True
train,6p69,FGFR1,active,active,B,1,286,16,True,True,True,True,True
train,8hv4,EGFR,active,active,A,1,304,21,True,True,True,True,True
train,8hv6,EGFR,active,active,A,1,307,18,True,True,True,True,True
train,8hv5,EGFR,active,active,A,1,306,18,True,True,True,True,True
train,3qkm,AKT1,active,active,A,1,329,6,True,False,True,True,True
train,3js2,FGFR1,active,active,A,1,295,7,True,True,True,True,True
train,7w7y,ABL1,inactive,dfg_out_alphac_in,A,1,268,1,True,True,True,True,True
train,3cs9,ABL1,inactive,dfg_out_alphac_in,B,1,247,21,True,True,True,True,True
train,5fto,ALK,active,active,A,1,298,11,True,True,True,True,True
train,7jys,ALK,active,active,A,1,281,24,True,True,True,True,True
train,4cd0,ALK,active,active,A,1,295,13,True,True,True,True,True
train,3pp0,ERBB2,active,active,A,1,286,2,True,True,True,True,True
train,5cau,EGFR,active,active,A,1,297,26,True,True,True,True,True
train,5val,BRAF,inactive,dfg_out_alphac_in,A,1,254,21,True,True,True,True,True
train,4f65,FGFR1,active,active,A,1,279,23,False,True,True,True,True
train,2fo0,ABL1,inactive,dfg_out_alphac_in,A,1,465,1,True,False,True,True,True
train,5l2s,CDK6,inactive,dfg_in_alphac_out,A,1,263,28,True,True,True,True,True
train,8h7h,ABL1,inactive,dfg_out_alphac_in,A,1,268,1,True,True,True,True,True
train,4rwi,FGFR1,active,active,B,1,280,23,True,True,True,True,True
train,5jrq,BRAF,inactive,dfg_in_alphac_out,A,1,258,15,True,True,True,True,True
train,6c1o,FGFR1,active,active,A,1,280,22,True,True,True,True,True
train,6v5p,EGFR,inactive,dfg_in_alphac_out,D,1,308,0,True,True,True,True,True
train,3qkk,AKT1,active,active,A,1,326,9,True,False,True,True,True
train,6e0r,ALK,active,active,A,1,279,22,True,True,True,True,True
train,4cqe,BRAF,inactive,dfg_in_alphac_out,B,1,248,25,True,True,True,True,True
train,8gk5,EGFR,inactive,dfg_in_alphac_out,A,1,294,17,True,True,True,True,True
train,6c18,FGFR1,active,active,B,1,255,42,False,True,True,True,True
train,7dt2,ABL1,inactive,dfg_out_alphac_in,A,1,265,3,True,True,True,True,True
train,4uwy,FGFR1,active,active,B,1,273,31,True,True,True,True,True
train,3bel,EGFR,inactive,dfg_in_alphac_out,A,1,280,34,True,True,True,True,True
train,7ltx,EGFR,inactive,dfg_in_alphac_out,A,1,292,16,True,True,True,True,True
train,8f1x,EGFR,active,active,A,1,317,6,True,True,True,True,True
train,3qrk,ABL1,inactive,dfg_out_alphac_in,A,1,270,0,True,True,True,True,True
train,5kz0,ALK,active,active,A,1,293,16,True,True,True,True,True
train,7zyn,EGFR,active,active,A,1,317,5,True,True,True,True,True
train,4zog,ABL1,inactive,dfg_out_alphac_in,B,1,268,2,True,True,True,True,True
train,6hhg,AKT1,inactive,unknown,A,1,386,56,True,False,True,True,True
train,5uq0,FGFR1,active,active,B,1,256,44,True,True,True,True,True
train,6hhj,AKT1,inactive,inactive,A,1,410,32,True,False,True,True,True
train,2w96,CDK4,inactive,dfg_in_alphac_out,B,1,267,25,True,True,True,True,True
train,6p8e,CDK4,inactive,dfg_in_alphac_out,B,1,260,19,True,True,True,False,True
train,7nh4,AKT1,inactive,unknown,A,1,383,58,True,False,True,True,True
train,6s9w,AKT1,inactive,inactive,A,1,411,31,True,False,True,True,True
train,6jxt,EGFR,inactive,dfg_in_alphac_out,A,1,283,5,True,True,True,True,True
train,5d41,EGFR,inactive,dfg_in_alphac_out,A,1,300,17,True,True,True,True,True
train,4aua,CDK6,inactive,dfg_in_alphac_out,A,1,256,35,True,True,True,True,True
train,4uwb,FGFR1,active,active,A,1,299,3,True,True,True,True,True
train,6lub,EGFR,active,active,A,1,301,22,True,True,True,True,True
train,7jyr,ALK,active,active,A,1,287,18,True,True,True,True,True
train,4v01,FGFR1,inactive,dfg_out_alphac_in,B,1,275,28,False,True,True,True,True
train,6npu,ABL1,inactive,dfg_out_alphac_in,B,1,257,21,True,True,True,True,True
train,3vjn,EGFR,active,active,A,1,297,25,True,True,True,True,True
train,5xdk,EGFR,active,active,A,1,307,16,True,True,True,True,True
train,3w2o,EGFR,active,active,A,1,305,16,True,True,True,True,True
train,5l2t,CDK6,inactive,dfg_in_alphac_out,A,1,261,30,True,True,True,True,True
train,6n0p,BRAF,inactive,dfg_out_alphac_in,A,1,268,5,True,True,True,True,True
train,7p3v,BRAF,inactive,dfg_in_alphac_out,A,1,258,17,True,True,True,True,True
train,8dsw,EGFR,active,active,A,1,307,21,True,True,True,True,True
train,7jxl,EGFR,inactive,dfg_in_alphac_out,A,1,294,19,True,True,True,True,True
train,7kxz,EGFR,active,active,A,1,299,23,True,True,True,True,True
train,7a6i,EGFR,active,active,A,1,282,0,True,True,True,True,True
train,7ukv,EGFR,active,active,A,1,290,33,True,True,True,True,True
train,6v5n,EGFR,inactive,dfg_in_alphac_out,C,1,294,13,True,True,True,True,True
train,6vhn,EGFR,active,active,A,1,286,38,True,True,True,True,True
train,8d76,EGFR,active,active,A,1,312,0,True,True,True,True,True
train,6p1d,EGFR,inactive,dfg_in_alphac_out,B,1,300,12,True,True,True,True,True
train,8f1z,EGFR,active,active,A,1,310,15,True,True,True,True,True
train,6wa2,EGFR,inactive,dfg_in_alphac_out,D,1,314,0,True,True,True,True,True
train,1agw,FGFR1,active,active,B,1,272,29,True,True,True,True,True
train,8hv8,EGFR,active,active,A,1,305,19,True,True,True,True,True
train,8hv3,EGFR,active,active,A,1,307,18,True,True,True,True,True
train,6wak,EGFR,inactive,dfg_in_alphac_out,A,1,297,15,True,True,True,True,True
train,8hv1,EGFR,active,active,A,1,309,15,True,True,True,True,True
train,4twp,ABL1,active,active,A,1,266,5,True,True,True,True,True
train,5c8n,EGFR,active,active,A,1,300,24,True,True,True,True,True
train,5cap,EGFR,active,active,A,1,303,20,True,True,True,True,True
train,6c0i,AKT1,active,active,B,1,316,17,True,False,True,True,True
train,6buu,AKT1,active,active,A,1,320,15,True,False,True,True,True
train,1xkk,EGFR,inactive,dfg_in_alphac_out,A,1,289,28,True,True,True,True,True
train,2hyy,ABL1,inactive,dfg_out_alphac_in,B,1,265,1,True,True,True,True,True
train,2gqg,ABL1,active,active,B,1,276,1,True,True,True,True,True
train,7vra,EGFR,active,active,A,1,289,34,True,True,True,True,True
train,3ue4,ABL1,inactive,dfg_out_alphac_in,B,1,268,2,True,True,True,True,True
train,7jy4,ALK,active,active,A,1,290,14,True,True,True,True,True
train,2w9z,CDK4,inactive,dfg_in_alphac_out,B,1,287,7,True,True,True,True,True
train,3og7,BRAF,inactive,dfg_in_alphac_out,B,1,254,18,True,True,True,True,True
train,6ebw,ALK,active,active,A,1,277,27,True,True,True,True,True
train,5z0s,FGFR1,active,active,A,1,285,14,True,True,True,True,True
train,4fny,ALK,inactive,dfg_out_alphac_in,A,1,273,29,False,True,True,True,True
train,8h7f,ABL1,inactive,dfg_out_alphac_in,A,1,266,3,True,True,True,True,True
train,5hcy,EGFR,active,active,A,1,302,22,True,True,True,True,True
train,6v2v,BRAF,inactive,dfg_in_alphac_out,A,1,276,0,True,True,True,True,True
train,2itn,EGFR,active,active,A,1,304,20,True,True,True,True,True
train,7m0x,BRAF,inactive,dfg_in_alphac_out,A,1,276,0,True,True,True,True,True
train,2itv,EGFR,active,active,A,1,303,21,True,True,True,True,True
train,3mv5,AKT1,active,active,A,1,315,19,True,False,True,True,True
train,4xv1,BRAF,active,active,B,1,249,24,True,True,True,True,True
train,8to3,EGFR,inactive,dfg_in_alphac_out,A,1,291,15,True,True,True,True,True
train,4rwj,FGFR1,active,active,A,1,307,1,True,True,True,True,True
train,6xlo,BRAF,inactive,dfg_out_alphac_in,A,1,258,14,True,True,True,True,True
train,7wcl,FGFR1,active,active,A,1,306,0,True,True,True,True,True
train,6u2h,BRAF,active,active,D,1,282,4,True,True,True,True,True
train,2v7a,ABL1,active,active,A,1,269,1,True,True,True,True,True
train,7jxw,EGFR,inactive,dfg_in_alphac_out,A,1,288,20,True,True,True,True,True
train,6z4b,EGFR,inactive,dfg_in_alphac_out,A,1,271,12,True,True,True,True,True
train,7u99,EGFR,active,active,A,1,304,21,True,True,True,True,True
train,4lqm,EGFR,active,active,A,1,305,18,True,True,True,True,True
train,3ug2,EGFR,active,active,A,1,299,23,True,True,True,True,True
train,7b85,EGFR,active,active,A,1,312,12,True,True,True,True,True
train,7zym,EGFR,active,active,A,1,321,4,True,True,True,True,True
train,4nks,FGFR1,active,active,B,1,271,30,True,True,True,True,True
train,8hv9,EGFR,active,active,A,1,306,18,True,True,True,True,True
train,6bl8,ABL1,inactive,dfg_out_alphac_in,B,1,268,4,True,True,True,True,True
train,2xb7,ALK,active,active,A,1,286,21,True,True,True,True,True
train,1fgi,FGFR1,active,active,B,1,272,29,True,True,True,True,True
train,3gqi,FGFR1,active,active,A,1,304,3,True,True,True,True,True
train,2fgi,FGFR1,active,active,A,1,274,25,True,True,True,True,True
train,4xv2,BRAF,inactive,dfg_in_alphac_out,B,1,249,24,True,True,True,True,True
train,2eb2,EGFR,active,active,A,1,305,19,True,True,True,True,True
train,5hid,BRAF,inactive,dfg_out_alphac_in,A,1,257,17,True,True,True,True,True
train,8g63,EGFR,active,active,A,1,280,42,True,True,True,True,True
train,4rj8,EGFR,active,active,A,1,298,24,True,True,True,True,True
train,5caq,EGFR,active,active,A,1,301,21,True,True,True,True,True
train,5j9z,EGFR,active,active,A,1,291,34,True,True,True,True,True
train,7vre,EGFR,active,active,A,1,312,11,True,True,True,True,True
train,7sj3,CDK4,active,active,A,1,273,21,True,True,True,True,True
train,5csx,BRAF,inactive,inactive,A,1,261,12,True,True,True,True,True
train,5hi2,BRAF,inactive,dfg_out_alphac_in,A,1,247,26,True,True,True,True,True
train,5ugb,EGFR,active,active,A,1,307,17,True,True,True,True,True
train,6jx4,EGFR,active,active,A,1,315,8,True,True,True,True,True
train,6jx0,EGFR,active,active,A,1,289,0,True,True,True,True,True
train,6d8e,EGFR,active,active,A,1,304,20,True,True,True,True,True
train,4rj7,EGFR,active,active,A,1,295,27,True,True,True,True,True
train,6jwl,EGFR,active,active,A,1,319,6,True,True,True,True,True
train,6cad,BRAF,inactive,dfg_out_alphac_in,B,1,248,25,False,True,True,True,True
train,4f63,FGFR1,active,active,B,1,271,30,True,True,True,True,True
train,4e26,BRAF,active,active,A,1,270,6,True,True,True,True,True
train,8wd4,EGFR,active,active,A,1,299,27,True,True,True,True,True
train,7oxb,EGFR,active,active,A,1,305,20,True,True,True,True,True
train,4nk9,FGFR1,active,active,B,1,282,24,True,True,True,True,True
train,3c4c,BRAF,inactive,dfg_in_alphac_out,A,1,258,17,True,True,True,True,True
train,4v05,FGFR1,active,active,A,1,287,15,True,True,True,True,True
train,5flf,FGFR1,active,active,B,1,292,13,True,True,True,True,True
train,8gb4,EGFR,inactive,dfg_in_alphac_out,A,1,292,16,True,True,True,True,True
train,6pp9,BRAF,inactive,dfg_in_alphac_out,A,1,276,0,True,True,True,True,True
train,5cao,EGFR,active,active,A,1,300,23,True,True,True,True,True
train,5edr,EGFR,active,active,A,1,299,23,True,True,True,True,True
train,5hic,EGFR,active,active,A,1,302,21,True,True,True,True,True
train,6s9x,AKT1,inactive,unknown,A,1,382,59,True,False,True,True,True
train,1m17,EGFR,active,active,A,1,312,12,True,True,True,True,True
train,3ow4,AKT1,active,active,B,1,317,18,True,False,True,True,True
train,6s8a,EGFR,active,active,A,1,313,9,True,True,True,True,True
train,4fnz,ALK,active,active,A,1,287,23,True,True,True,True,True
train,7ukw,EGFR,inactive,dfg_in_alphac_out,A,1,306,7,True,True,True,True,True
train,7u9a,EGFR,active,active,A,1,295,30,True,True,True,True,True
train,2gs7,EGFR,inactive,dfg_in_alphac_out,A,1,281,29,True,True,True,True,True
train,2gs6,EGFR,active,active,A,1,311,16,True,True,True,True,True
train,1m14,EGFR,active,active,A,1,307,18,True,True,True,True,True
train,5czi,EGFR,active,active,A,1,310,13,True,True,True,True,True
train,5hcx,EGFR,active,active,A,1,298,25,True,True,True,True,True
train,3nup,CDK6,inactive,dfg_in_alphac_out,A,1,252,37,True,True,True,True,True
