split,pdb_id,kinase,state,original_length,domain_length,domain_start_original_index,domain_end_original_index,kept_original_indices,removed_residues,dfg_found,alphac_found,hrd_found,lys_glu_found,accepted,discard_reason
test,6gvg,PIK3CA,active,910,,,,,910,False,False,False,False,False,missing_motifs:hrd
test,6gvh,PIK3CA,active,913,,,,,913,False,False,False,False,False,missing_motifs:hrd
test,6gvi,PIK3CA,active,910,,,,,910,False,False,False,False,False,missing_motifs:hrd
test,6nct,PIK3CA,inactive,1039,,,,,1039,False,False,False,False,False,missing_motifs:hrd
test,6oac,PIK3CA,active,847,,,,,847,False,False,False,False,False,missing_motifs:hrd
test,6pys,PIK3CA,active,890,,,,,890,False,False,False,False,False,missing_motifs:hrd
test,7jiu,PIK3CA,active,900,,,,,900,False,False,False,False,False,missing_motifs:hrd
test,7k6m,PIK3CA,active,878,,,,,878,False,False,False,False,False,missing_motifs:hrd
test,7k6n,PIK3CA,active,875,,,,,875,False,False,False,False,False,missing_motifs:hrd
test,7k6o,PIK3CA,active,852,,,,,852,False,False,False,False,False,missing_motifs:hrd
test,7k71,PIK3CA,active,843,,,,,843,False,False,False,False,False,missing_motifs:hrd
test,7mlk,PIK3CA,active,888,,,,,888,False,False,False,False,False,missing_motifs:hrd
test,7myo,PIK3CA,active,286,,,,,286,False,False,False,False,False,missing_motifs:dfg
test,7pg5,PIK3CA,active,1028,,,,,1028,False,False,False,False,False,missing_motifs:hrd
test,7pg6,PIK3CA,active,1026,,,,,1026,False,False,False,False,False,missing_motifs:hrd
test,7r9v,PIK3CA,active,855,,,,,855,False,False,False,False,False,missing_motifs:hrd
test,7r9y,PIK3CA,active,853,,,,,853,False,False,False,False,False,missing_motifs:hrd
test,7tz7,PIK3CA,active,988,,,,,988,False,False,False,False,False,missing_motifs:hrd
test,8am0,PIK3CA,active,1031,,,,,1031,False,False,False,False,False,missing_motifs:hrd
test,8bfu,PIK3CA,active,880,,,,,880,False,False,False,False,False,missing_motifs:hrd
test,8bfv,PIK3CA,active,895,,,,,895,False,False,False,False,False,missing_motifs:hrd
test,8dcp,PIK3CA,active,1005,,,,,1005,False,False,False,False,False,missing_motifs:hrd
test,8dcx,PIK3CA,active,930,,,,,930,False,False,False,False,False,missing_motifs:hrd
test,8dd4,PIK3CA,active,981,,,,,981,False,False,False,False,False,missing_motifs:hrd
test,8dd8,PIK3CA,active,1011,,,,,1011,False,False,False,False,False,missing_motifs:hrd
test,8exl,PIK3CA,active,892,,,,,892,False,False,False,False,False,missing_motifs:hrd
test,8exo,PIK3CA,active,900,,,,,900,False,False,False,False,False,missing_motifs:hrd
test,8exu,PIK3CA,active,898,,,,,898,False,False,False,False,False,missing_motifs:hrd
test,8exv,PIK3CA,active,895,,,,,895,False,False,False,False,False,missing_motifs:hrd
test,8gua,PIK3CA,active,855,,,,,855,False,False,False,False,False,missing_motifs:hrd
test,8gub,PIK3CA,active,977,,,,,977,False,False,False,False,False,missing_motifs:hrd
test,8gud,PIK3CA,active,835,,,,,835,False,False,False,False,False,missing_motifs:hrd
test,8ilr,PIK3CA,active,977,,,,,977,False,False,False,False,False,missing_motifs:hrd
test,8ils,PIK3CA,active,977,,,,,977,False,False,False,False,False,missing_motifs:hrd
test,8ilv,PIK3CA,inactive,971,,,,,971,False,False,False,False,False,missing_motifs:hrd
test,8ow2,PIK3CA,active,895,,,,,895,False,False,False,False,False,missing_motifs:hrd
test,8sbc,PIK3CA,active,970,,,,,970,False,False,False,False,False,missing_motifs:hrd
test,8sbj,PIK3CA,active,986,,,,,986,False,False,False,False,False,missing_motifs:hrd
test,8tdu,PIK3CA,active,1021,,,,,1021,False,False,False,False,False,missing_motifs:hrd
test,8tgd,PIK3CA,active,1027,,,,,1027,False,False,False,False,False,missing_motifs:hrd
test,8ts7,PIK3CA,active,997,,,,,997,False,False,False,False,False,missing_motifs:hrd
test,8ts8,PIK3CA,active,992,,,,,992,False,False,False,False,False,missing_motifs:hrd
test,8ts9,PIK3CA,active,1004,,,,,1004,False,False,False,False,False,missing_motifs:hrd
test,8tsa,PIK3CA,active,1005,,,,,1005,False,False,False,False,False,missing_motifs:hrd
test,8tsb,PIK3CA,active,999,,,,,999,False,False,False,False,False,missing_motifs:hrd
test,8tsc,PIK3CA,active,1008,,,,,1008,False,False,False,False,False,missing_motifs:hrd
test,8tsd,PIK3CA,active,1005,,,,,1005,False,False,False,False,False,missing_motifs:hrd
test,8tu6,PIK3CA,active,981,,,,,981,False,False,False,False,False,missing_motifs:hrd
test,8twy,PIK3CA,active,853,,,,,853,False,False,False,False,False,missing_motifs:hrd
test,8v8h,PIK3CA,active,1020,,,,,1020,False,False,False,False,False,missing_motifs:hrd
test,8v8i,PIK3CA,active,990,,,,,990,False,False,False,False,False,missing_motifs:hrd
test,8v8j,PIK3CA,active,1017,,,,,1017,False,False,False,False,False,missing_motifs:hrd
test,8v8u,PIK3CA,active,1054,,,,,1054,False,False,False,False,False,missing_motifs:hrd
test,8v8v,PIK3CA,active,1012,,,,,1012,False,False,False,False,False,missing_motifs:hrd
test,8w9a,PIK3CA,active,969,,,,,969,False,False,False,False,False,missing_motifs:hrd
test,8w9b,PIK3CA,active,966,,,,,966,False,False,False,False,False,missing_motifs:hrd
