model,kinase,source_pdb,target_pdb,t,distance_to_source,distance_to_target,distance_to_active,distance_to_inactive,distance_matrix_consistency_error,is_observed_structure,supervision_status
bidirectional_self_consistent_guidance_1.0,KIT,8pqf,6gql,0.5,3.324953079223633,10.214432716369629,3.324953079223633,10.214432716369629,1.8681331872940063,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.0,KIT,8pqf,6gql,0.75,4.772758483886719,10.455272674560547,4.772758483886719,10.455272674560547,2.796825885772705,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.0,KIT,8pqf,6gql,1.0,6.279895305633545,10.90805721282959,6.279895305633545,10.90805721282959,3.7356936931610107,False,generated endpoint prediction supervised against observed target
bidirectional_self_consistent_guidance_1.0,KIT,8pqc,6gql,0.0,0.0,9.128228187561035,0.0,9.128228187561035,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_1.0,KIT,8pqc,6gql,0.25,1.708922266960144,8.851574897766113,1.708922266960144,8.851574897766113,0.8782360553741455,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.0,KIT,8pqc,6gql,0.5,3.355405807495117,8.90302562713623,3.355405807495117,8.90302562713623,1.7506870031356812,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.0,KIT,8pqc,6gql,0.75,4.819133281707764,9.216451644897461,4.819133281707764,9.216451644897461,2.6223583221435547,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.0,KIT,8pqc,6gql,1.0,6.340980052947998,9.768621444702148,6.340980052947998,9.768621444702148,3.5050251483917236,False,generated endpoint prediction supervised against observed target
bidirectional_self_consistent_guidance_1.0,MET,4iwd,3rhk,0.0,0.0,9.511153221130371,0.0,9.511153221130371,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_1.0,MET,4iwd,3rhk,0.25,1.729347586631775,9.267821311950684,1.729347586631775,9.267821311950684,0.8704217076301575,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.0,MET,4iwd,3rhk,0.5,3.393655300140381,9.354679107666016,3.393655300140381,9.354679107666016,1.7382920980453491,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.0,MET,4iwd,3rhk,0.75,4.88210391998291,9.687597274780273,4.88210391998291,9.687597274780273,2.5997157096862793,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.0,MET,4iwd,3rhk,1.0,6.435458183288574,10.256669998168945,6.435458183288574,10.256669998168945,3.4646549224853516,False,generated endpoint prediction supervised against observed target
bidirectional_self_consistent_guidance_1.0,MET,3efk,3efj,0.0,0.0,0.5857927799224854,0.0,0.5857927799224854,0.0,True,observed source endpoint
bidirectional_self_consistent_guidance_1.0,MET,3efk,3efj,0.25,1.7085455656051636,1.831392526626587,1.7085455656051636,1.831392526626587,0.5767465829849243,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.0,MET,3efk,3efj,0.5,3.367922067642212,3.4450020790100098,3.367922067642212,3.4450020790100098,1.1773945093154907,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.0,MET,3efk,3efj,0.75,4.875576972961426,4.937805652618408,4.875576972961426,4.937805652618408,1.8114608526229858,False,latent generated hypothesis
bidirectional_self_consistent_guidance_1.0,MET,3efk,3efj,1.0,6.441591262817383,6.4956207275390625,6.441591262817383,6.4956207275390625,2.4744815826416016,False,generated endpoint prediction supervised against observed target
